"job_id","job_title","business_name","work_type","job_type","job_description","pay_range","suburb","area","url","advertiser_id"
"74957865","Junior/Graduate Front End Web Developer (React)","CTL Australia","Full time","Developers/Programmers ","Job Description: As a Junior/Graduate Front End Web Developer at CTL Australia, you will work closely with our experienced team to develop and maintain engaging web applications using React.js. You will have the opportunity to learn from seasoned professionals while making meaningful contributions to real-world projects. This is an excellent opportunity for recent graduates or those early in their career to gain hands-on experience in a supportive and collaborative environment.  Responsibilities: Collaborate with cross-functional teams to design, develop, and implement user-friendly web interfaces using React.js and React Native. Write clean, efficient code using Redux for state management in the React ecosystem. Debug full stack issues, focusing on Node.js RESTful APIs and cloud services like AWS or Azure for application performance and scalability. Stay up-to-date with emerging technologies and industry trends Keep up with tech trends, particularly in web and mobile app development, including PWAs and SSR. Engage in code reviews, providing feedback to promote a culture of learning and excellence. Offer ideas for product and process improvements, embracing new technologies and methodologies.  Requirements: Bachelor's degree in Computer Science, Engineering, or a related field. Strong understanding of HTML5, CSS3, and JavaScript, and React.js principles. Familiarity with React.js and its core principles Proficiency with Redux for state management and experience with Node.js. Familiarity with React Native for cross-platform mobile development. Experience with Git for version control and team collaboration. Excellent problem-solving, attention to detail, communication, and teamwork skills. Eagerness to learn and grow in a fast-paced environment Nice to Have: Experience with responsive design and mobile-first development Knowledge of modern web development tools and libraries Understanding of UI/UX principles Familiarity with Agile methodologies Benefits: Competitive salary Professional development opportunities, including training and conferences. Peaceful environment to work in.  How to Apply: If you are passionate about front end development and eager to kick-start your career with a forward-thinking company, we would love to hear from you! Please send your resume and cover letter to [email protected] with the subject line “Junior/Graduate Front End Web Developer Application” OR apply through Seek.  Join us in creating innovative solutions that make a difference. We look forward to welcoming you to our team!","$60,000 – $80,000 per year annual bonus available","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74957865","44080520"
"74794194","Support Engineer - Level 2","Wolfe Systems IT","Full time","Help Desk & IT Support ","OUR BUSINESS https://www.wolfesystems.com.au Wolfe Systems IT is a rapidly growing customer-focused IT and Technology solutions provider that strives to provide a purposeful, engaging, and supportive work environment. Our clients operate across an incredibly broad range of industry sectors throughout Western Australia. ABOUT THE ROLE An exciting opportunity exists for a dynamic Level 2 IT professional with strong industry knowledge across the broader Technology sector. Working out of our Bibra Lake office as a key member of our team, you will have demonstrated experience in a Managed Service delivery environment and a proven technical background with a focus on customer service and support. Whilst core responsibilities within Customer Service & Support, Diagnostics, Solution Provision and Project Delivery will form the foundations of this role, it is a diverse position with a high level of variation in daily activities. It will require you to be proactive, adaptable to changing circumstances, embrace and demonstrate initiative. You will be results-driven and capable of both working independently and within a team, often simultaneously. In return, you will be rewarded with a friendly and outgoing atmosphere, a welcoming and supportive team environment, free parking, and full kitchen (including coffee!) facilities. SKILLS AND EXPERIENCE Essential A passion for IT, a willingness to learn and adaptability to new or unfamiliar products and applications Advanced time management, multi-tasking and organisational skills A willingness to undertake in-house training as required and the ability to follow existing policies, procedures and processes applicable to the role Extremely strong written and verbal communication and customer service skills. The ability to use initiative and advanced problem-solving/troubleshooting skills Demonstrated experience delivering office-based, remote help desk and onsite support to an extremely high standard Demonstrated experience operating a current support ticketing and customer monitoring/management (CRM) system.  Halo will be highly regarded. Demonstrated experience in monitoring and maintenance of offsite and cloud-based backups Experience with end-to-end hardware and software installations and setup Good working knowledge of Networking, VoIP and NBN infrastructure Good working knowledge of hardware configurations, with experience in monitoring and maintaining Servers highly regarded Must be well-presented, friendly and outgoing with a strong work ethic and emphasis on punctuality and reliability A willingness to adhere to our core values of Excellence, Immediacy, Transparency, Dependability and Value The position will often entail ad-hoc travel to customer sites within the Perth Metro area, and more infrequently throughout regional WA, sometimes overnight or a weekend. Please consider your ability and/or willingness to undertake this requirement before applying. Desirable / Highly Regarded At least two (2) consecutive years of full-time experience in a support role A Certificate qualification in Information Technology Office 365, SharePoint, Teams and Document Management. Microsoft certifications will be highly regarded. Juniper or Cisco certifications will be highly regarded. Experience with Halo will be highly regarded Experience with Remote Management tools . To apply for this role, please provide the following: Resume or CV Provide a cover letter highlighting your strengths and experience that can be applied to the essential requirements of the position. Shortlisted applicants will be contacted via phone. Should more clarity be required around any of the outlined points, we will welcome an in-depth discussion at the initial interview stage.","","Bibra Lake, Perth WA","Fremantle & Southern Suburbs","https://www.seek.com.au/job/74794194","38532943"
"74919559","Data Engineering Analyst","Water Corporation","Full time","Engineering - Software ","About the role Data Engineers in Water Corporation are part of DataOps team with the primary goal of helping business intelligence, data science, advanced analytics and data governance teams across the business be more effective and productive with their data and analytics initiatives. This is achieved through a high-quality ecosystem of data, systems, tools and standards that leverage the intersection of modern software engineering, DevOps, data science and data engineering practices. You’ll be part of a team that plays a vital role in enabling Water Corporation to support future generations. Help us work towards our sustainability goals by building a highly automated, reliable and hyper productive end to end Data platform, ensuring teams have the data and supporting analytics capabilities they need. What the role will offer: At Water Corporation we offer flexible working, providing you an opportunity to work a mix of both home and at our office in Leederville, creating a better balance for you. Other benefits include but are not limited to social clubs, 17.5% extra pay when taking annual leave, wellness leave, flexible working arrangements, on-site gyms, salary packaging, professional development and learning programs. Key skills and experience required to do the role There are a few things that we’ll look for in your CV; Your experience with manipulating and analysing data with Python and SQL, together with knowledge of data warehousing concepts will help you succeed in this role. Working experience in a cloud-native data platform and some DevOps experience will be preferred but not mandatory. You’ll have a strong system thinking mindset, automating everything at scale and you love data and coding. It’s an advantage to have a degree in Software Engineering, Computer Science, or Information Systems however, having the aforementioned core skills are more important to us. What the role will involve The role will involve building, validating, and supporting data product frameworks. This includes implementing approved design patterns for the value adding elements of the data product framework, such as data acquisition, extract load transform processes, data modelling, machine learning operations, data quality management and monitoring. As part of the role, you’ll also perform a range of testing to validate business rules, data and metadata quality, security and performance. Contribution to the development and maintenance of data, business intelligence and machine learning engineering strategies and practices will be another part of your role. We are putting significant investment into bringing in the latest cloud technologies for big data, IoT, data science and machine learning. You will have the opportunity to be part of the program of work that modernises our data platform. This is a fantastic opportunity to develop, learn and work with some of the most talented data engineers and data scientists in WA on big and important challenges that matter to Western Australians. The convergence of IT and OT will be a mission critical play for us as we bring together a rapidly growing portfolio of IoT data, business intelligence and machine learning capabilities.  Why? Because we want to bring the latest thinking, technology and people together to create one of a few smart utilities globally. Apply: If you are interested in the above opportunity, please submit a covering letter and resume that best demonstrates your ability to meet the requirements of the role. As part of the recruitment process you may be required to complete pre-employment screening which may include a medical, qualification check, police clearance and Australian working rights check. Applications close 14th April 2024 We reserve the right to withdraw this ad prior to the closing date. Our commitment to a diverse and inclusive workplace: Diversity and inclusion are more than words. They guide us on building a thriving workforce that reflects the diversity of our customers and our community. We encourage applications from every background, including Aboriginal and Torres Strait Islander people, people with disability, women, youth, LGBTQIA+ folks and people from culturally and linguistically diverse backgrounds. Applicants with disability who require adjustments, or alternative methods of communication in the recruitment process, can contact a Recruitment Officer at [email protected] or 9420 2000 . To read our diversity and inclusion statement, please visit our website","$112,195+ Super + Benefits","Leederville, Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74919559","11692450"
"74619925","IT  Support  Analyst","SGS Australia Pty Ltd","Full time","Help Desk & IT Support ","Company Description We are SGS – the world's leading testing, inspection and certification company. We are recognized as the global benchmark for sustainability, quality and integrity. Our 99,600 employees operate a network of 2,600 offices and laboratories around the world. Job Description SGS is seeking an IT Support Analyst to join the team based in our Head Office new Perth Airport. Your responsibilities will include, however not limited to: Provides Level 2 support and resolutions for moderate complexity technical issues and incidents escalated by the Global Service Desk and end users. Provides world class customer service to the SGS Australia end-user community. Evaluates end-user needs, defines technical problems, and generates solutions for resolutions. Coordinates between the end users, local, regional and global support teams and vendors to resolve Level 2 break-fix incidents and issues. Tracks, monitors, documents and communicates with end-users for the requests, issues and incidents through to completion using the Service Now system. Qualifications The ideal candidate will have the following: Ability to interact with a wide range of stakeholders. Similar experience in an operational/support engineer type role Experience providing IT support and project work on-site and remotely Great written and verbal communication skills. Additional information WHY WORK FOR SGS? Working at SGS means joining an innovative, Global company. Here are some of the benefits to working for SGS. •    As a company, we have embraced the shift to flexible work •    Sustainability is embedded in our culture and the way we do business •    Paid parental leave •    Paid time for volunteering day and blood donations •    Corporate health & wellbeing offers •    Ongoing learning & development •    Career development opportunities (Nationally and Globally) •    SGS Rewards: Our employee benefits platform with access to retail and online discounts and cashback COME TO WORK AND BE 100% YOU SGS Australia supports a diverse workforce, we encourage applications from people of all ages, nationalities, abilities, and cultures – including Aboriginal and Torres Strait Islander peoples, the LGBTQI+ community and people living with disability. Providing employment opportunities for Aboriginal and Torres Strait Islander people is an important part of our SGS Reconciliation Action Plan (RAP). We truly believe the diversity among us will continue to foster a strong, innovative, and forward-thinking workplace. SGS Australia acknowledges and pays respect to the past, present and future Traditional Custodians and Elders of this nation and the continuation of cultural, spiritual, and educational practices of Aboriginal and Torres Strait Islander peoples.","Attractive salary and employee benefits","Perth Airport, Perth WA","Eastern Suburbs","https://www.seek.com.au/job/74619925","15620521"
"74928217","2025 KPMG Vacationer Program – Engineering","GradConnection","Full time","Security ","Why choose Engineering areas as a vacationer?  Smooth-running infrastructure projects are good for business and good for the community – you can be part of delivering some of Australia’s biggest and best. Engineering graduates help clients plan, deliver, track and maintain large-scale infrastructure projects, from sports stadiums to railways, often working as part of cross-functional teams. If you’re good at seeing both the big picture of a project’s aim as well as the smaller moving parts, use your degree to start something big with us. Choose your pathway  Everyone’s career is different, and we support unique growth and pathways. With a range of disciplines and specialities, you can start in one place and go almost anywhere as you build your career here. Our ‘Engineering and Infrastructure Advisory’ teams sit within the Technology, Digital and Engineering pathway and you’ll have the option to select the stream of work you’re interested in. Not sure or open to something new? No preference means we’ll match you where your degree and interests fit. Location of this job: nominate your KPMG office location during the application process. What is being a consultant?  You’ll be part of a team of experienced and early-career professionals who work on solving problems. The client (they could be an international company, a local charity, a small business) brings us a challenge and we create a team and a plan to help solve it. That team will be made up of colleagues from several disciplines and backgrounds so we bring the best ideas to the table – there might be civil engineers working alongside an environmental specialist and change and communications professionals. The work depends on the client and the problem you’re helping them solve. You might be researching and gathering information, like how have we helped another client with a similar challenge and how new technologies could help, updating project plans, developing a maintenance schedule or coordinating a project management office. About the vacationer program • For students in their second-last year of study in 2024 • Applications close 14th April 2024 • Job offers made in May • Real work from the start so you can make an impact and learn straightaway • Start work approx. November with a job for 4-8 weeks to learn real-world work skills during your study vacation time • Opportunities to move directly into our graduate program: a one-year program after you graduate with targeted coaching, support and development. What vacationers and grads say It’s a safe environment learn, grow, and even try and fail under some great mentors in my team. We all look out for each other when there are difficult and new tasks. (Cici, 2021 grad) Whether it’s a client or other people around the office, I enjoy getting to know other people from all walks of life. (Tim, 2023 grad) I’m truly part of the team working on the project. My team support me to give things a try and learn as I work. (Matt, 2023 vacationer) Learning about the workings of the world and having the tools and skills to develop viable solutions for all sorts of problems is why I love my job. (Kanwal, 2023 grad) It's nice to be able to finish a job and sit back and be proud of the work we accomplished as a team. (Jessica, 2023 grad) Big things on offer - Coaching and feedback as standard : your own performance development manager and your broader team will help you build your skills with coaching and continuous feedback. - Focus on your interpersonal skills : you got the degree, now learn how to use it in a corporate career by applying your knowledge to real world problems and people. - True commitment to wellbeing, diversity and community : we regularly track our progress on 21 public commitments we’ve made on governance, people, planet and prosperity in our Impact Plan , such as our gender pay gap, indigenous inclusion, mental health, learning and more - Employee discounts : at 100s of stores (like JB HiFi, Woolworths, Airbnb and more) with our SmartSpend app - Build your network, friendships and interests : clubs for a variety of interests from running to books, cooking, badminton, card games and so much more. About KPMG In short, we’re the Australian arm of a global network of professional firms providing a full range of services to organisations across a wide range of industries, government, and not-for-profit sectors. We have deep expertise in audit and assurance, tax and advisory. Ready to apply? Get started now with the 5 minute application form. If you’re eligible, you’ll receive our online testing information. Interviews are conducted in person across May. During your recruitment journey, information will be provided about adjustment requests. If you require additional support before submitting your application, please contact our [email protected] ?subject=KPMG%20Vacation%20Application%20Support&body=Please%20include%20your%20preferred%20contact%20method%20along%20with%20details%20of%20your%20query%20in%20relation%20to%20the%202024%20Vacation%20program.%20This%20will%20help%20us%20to%20direct%20your%20query%20and%20have%20it%20resolved%20as%20quickly%20as%20possible."">Talent Support Team - email: [email protected]","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74928217","45273782"
"74957193","Clinical Coder","DFP Recruitment","Contract/Temp","Other ","Our state government client is seeking an experienced Clinical Coder for a part-time short-term contract in their Perth CBD office. Rate: $60-75 per hour plus Super Duration: 3 month contract Hours: Part-time - 22.5 hours per week - Monday to Wednesday Location: Perth CBD (no WFH available) Type: Temporary casual contract (no leave entitlements - casual loading included in rate) JOB TITLE Clinical coder DESCRIPTION Viewing coronial findings, police reports and medical reports to code a set of data variables based on the information in the documents, including physical health and mental health conditions. Please note, candidates will be reviewing information and reports relating to suicide deaths. REQUIRED SKILLS, KNOWLEDGE, OR EXPERIENCE Experience coding using the International Classification of Diseases (ICD-10 AM, 12th Edition is preferable). ADDITIONAL REQUIREMENTS Candidates may be required to complete employee/contractor induction courses and preventative vicarious trauma sessions. Candidates will be required to sign a confidentiality non-disclosure agreement. if you meet the above requirements and would like to be submitted, APPLY NOW or email [email protected] for more information. DFP welcomes applications from Aboriginal and Torres Strait Islander people, people with diverse cultural and linguistic backgrounds and people with disability. In addition, DFP will provide reasonable adjustments for individuals with disability throughout the recruitment process. If you identify as a person with disability and require adjustments to the application, recruitment, selection and/or assessment process, please advise via [email protected] or 1300 337 000 and indicate your preferred method of communication (email, phone, text) so we can keep in touch and meet your accessibility needs.","AUD 60 - 75 per hour","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74957193","37582851"
"74866984","Solution Architect","Fortescue","Full time","Architects ","About Us    Fortescue is both a proud West Australian company and a global green solutions business. We are recognised for our culture, innovation and industry-leading development of infrastructure, mining assets and green energy initiatives.  Our Opportunity    Work Location: Fortescue Centre & Bennett St     Fortescue's Perth office is located on the traditional lands of the Whadjuk Noongar people.     Roster: Monday to Friday    Reporting to Solution Architecture, the Software Architect supports the delivery of Autonomy products by working closely with Product and Delivery teams to oversee and support the delivery of solutions according to solution designs. The Software Architect will embed themselves into software development team activities to ensure designs are understood and can be followed, otherwise providing an escalation path to Solution Architects for re-alignment. They will contribute and establish software implementation patterns, ensure software meets defined quality standards, and ensure detailed designs and as-built documentation is produced and maintained.  Key Responsibilities     Complete detailed designs, software patterns, and software standards within agreed timeframes and quality standards.  Compliance of solution implementation to designs and standards.  Collaboration with architecture team members for alignment on all levels of design.  Designs completed with minimal rework.  All non-conformance to designs are escalated immediately.  Design deliverables reuse existing system capabilities where appropriate and additional capabilities are identified.  Detailed designs and work packages are optimised for test plan execution.  Design deliverables are traceable (and auditable) to product functional requirements.   Qualifications and Experience     Bachelor or Masters degree in Computer Science, Software Engineering or related field  1+ years of experience in software architecture or similar roles  3+ years of experience in software development  Experienced with architecture principals and design patterns.  Ability to solve complex problems by collaborating with other experts.  Intermediate competency with technologies to be used within their remit (eg. Linux, Robotics, C++, C# ASP.NET, RabbitMQ, Kubernetes)  Understanding of control theory, functional safety, safety in design, and security in design, are highly desirable.  Deep understanding of testing principles from unit testing through to end-to-end validation.  Excellent communication skills and ability to collaborate effectively with cross-functional teams.  Strong analytical and problem solving skills.  Effective at identifying and communicating benefits of technical solutions.   Our Commitment    Fortescue is deeply committed to providing a safe culture that builds respect, fosters inclusiveness, and values diversity. We celebrate individual strengths and team members from all backgrounds are encouraged to bring their whole selves to work. Our global workforce drives and promotes an inclusive culture, both within our organisation and throughout the communities we interact with across the world. Diverse backgrounds include First Nations Peoples, people with differing abilities, LGBTIQ+ community, gender, neurodiverse, cultural diversity, all age groups, and those with an intersectional or multiple diverse characteristics. We encourage candidates from all backgrounds to apply.    https://fortescue.com/careers     Internal Candidates / Current Contractors please apply via Success Factors Careers Portal. For further information on how to apply please visit the Fortescue Hub.    Fortescue reserves the right to close applications early should a suitable pool of candidates be identified. Fortescue will never contact you to ask for payment of any kind, whether directly or through a third party.","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74866984","61981911"
"74945379","Commercial Manager","The University Of Notre Dame","Full time","Programme & Project Management ","Commercial Manager, IT  Based at either Fremantle or Sydney Campus  Full-time Continuing Opportunity   Join a national university committed to excellence in education, scholarship and research. Supportive Staff and work environment Level 10, $132,922 to $140,438 pa (Fremantle) + 13.75% superannuation Level 10, $147,544 to $155,887 pa (Sydney) + 13.75% Superannuation   ABOUT THE UNIVERSITY  The University of Notre Dame Australia is a private Catholic University with over 1,000 permanent staff providing an exceptional educational experience to over 12,000 students across our Fremantle, Broome, and Sydney campuses, as well as clinical schools in Victoria and New South Wales.  ABOUT THE OFFICE  The Information Technology Office plays an integral role in the success of the University ensuring the national provision of technology solutions that enable Learning & Teaching, Research and Administration across our University.  The Information Technology Office embeds an operating model with a view to enabling a greater level of engagement across the University, proactively serving as trusted advisors in the identification and prioritisation of continuous improvement initiatives and the delivery of digital technology change, whilst ensuring the ongoing availability of the IT environment.  ABOUT THE ROLE  Reporting to the Director - Service Delivery & IT Operations, this position will be responsible for optimising the value of University ITS suppliers from a commercial and service offering perspective, and for controlling and rationalising the University’s IT financial commitments with a focus on cost reduction. The Commercial Manager, IT will work collaboratively with Finance and Procurement teams to assure the strategic management of technology contracts, vendor performance, service level agreements, and technology assets.  The role will also provide day-to-day oversight of the IT functions’ operational financials and be responsible for implementing controls identified in a variety of audit activities. The position may also provide line-management for members of the IT Commercial Management team.  Key Responsibilities  Work closely with the IT leadership, Procurement, and Finance teams to drive strategic vendor relationship management. Oversee the management of IT license agreements, managed service agreements and technology and software purchases. Identify opportunities for cost reduction through the rationalisation and consolidation of IT license and support agreements, the renegotiation of contracts, and changes of supplier. Proactively highlight commercial risks and opportunities in current or proposed vendor agreements. Work with all areas of the University to understand software and service usage requirements, ensuring that licensing agreements are appropriate to the needs of the University and that licenses are allocated in an appropriate manner. Ensure that UNDA IT meets its contractual obligations under the commercial agreements it has entered. Effectively implement governance controls and processes identified through a variety of audit activities.   Qualifications & Experience  A proven track record in IT commercial management within medium to large scale organisations. A relevant postgraduate qualification, and proven expertise in the management of significant human and material resources A strong working knowledge of commercial constructs, contract management and negotiations, with experience in IT contract governance including managing contract risks and mitigations.  Knowledge, skills & abilities   Proven commercial acumen and financial governance skills. A broad understanding of the IT industry and the services provided by technology vendors with a demonstrated knowledge of the contract lifecycle. The ability to take a data-driven approach to identifying risks, cost efficiencies and business opportunities. A proven understanding of the relevant regulatory requirements as well as industry best-practice. Excellent relationship-building and people skills Strong communication, negotiation and influencing skills and experience applying them successfully at all levels of an organisation.   BENEFITS  Generous training and development opportunities Friendly and collaborative working environment Fast paced environment with opportunity for professional growth   CONTACT US  Please apply online with a resume and cover letter addressing the above selection criteria to enable us to assess your suitability for the role.  Applications close: 21 April 2024    HOW TO APPLY  For further information on how to apply, please visit: www.notredame.edu.au/about/employment/how-to-apply  Please direct your queries regarding this role Tripti Shukla, [email protected]   Aboriginal and Torres Strait Islander people are encouraged to apply.   The University of Notre Dame Australia seeks to increase the diversity of our workforce to better meet the different needs of the University and its stakeholders and to improve equal opportunity outcomes for our staff","","Fremantle, Perth WA","Fremantle & Southern Suburbs","https://www.seek.com.au/job/74945379","46581883"
"74691136","Service Desk Support Technician","Newtrend I.T. Specialists","Full time","Help Desk & IT Support ","Are you looking to progress your IT career in a supportive and progressive environment? Are you sick of company politics and bureaucracy? Are you looking to join a friendly and ethical team of 40+ professionals wo help you enhance your technical skills? If you answered yes to the above, then please read on are you looking for a flexible position with career progression? if so, please read on as we have the job for you !!!!!!!!!! Newtrend IT is a Family owned and operated company established in 2003 ,and we have a great team culture.  We are based in the Kewdale Business Park, in Perth's eastern suburbs. Newtrend IT is a rapidly growing MSP supplying medium sized businesses, government departments and not-for-profit organizations with a host of services including: Technical Support Pro-Active Managed Services Network Administration Hosting Solutions (Co-Lo, Web, DNS, Exchange, Backup) Solutions Consultancy and Deployment Network Security Auditing and Management We provide reliable, effective solutions, first rate ""no geek speak"" customer service, and technical excellence. We focus on maintaining strong client relationships built on trust and confidence. We would rather have a better reputation, than a better bottom line. We pride ourselves on our positive, relaxed office culture and the team that makes it possible. We are always on the lookout for the means to further enhance both our working environment and our clients' service experience.  The Role A Helpdesk Support Technician you will support customers with technical issues and facilitates communication with clients throughout our support lifecycle. Expectations You will be able to confidently and consistently provide first rate customer service. You will have excellent verbal and written ""no geek speak"" communication skills. A solid work ethic and drive to get the job done thoroughly and correctly. Well-developed troubleshooting skills. Problem solving skills You may be required to attend to client's site in urgent situations.  Experience in the following technologies ( not essential ) Server roles and services (DHCP, DNS, DFSR, AD, etc) MS Windows based workstations Cloud technologies such as AWS, Google Cloud and Office365/Azure Active Directory Group Policy Network Devices (Routers, Switches, WAPs etc) Network Services Backup Technologies (ShadowProtect and Veeam) Connectwise and Labtech MSP tools Telephony - 3CX PBX  Any other specialist skills you may possess are also of interest to us. If you have solid technical skills and are interested in working for an MSP that will allow you to provide next level of service to your clients, we're keen to hear from you. We look forward to working with you","$60,000 – $79,999 per year","Kewdale, Perth WA","Eastern Suburbs","https://www.seek.com.au/job/74691136","29380930"
"74924709","CRM Administrator","Alzheimer's WA","Full time","Database Development & Administration ","About Us: Established in 1982, Alzheimer’s WA (AWA) is a leading organisation dedicated to providing comprehensive care, support, awareness, and information for individuals living with dementia, as well as their families and carers. Our commitment extends to advocacy, education, partnerships, and the provision of person-centered support services. With services including day and overnight respite services in our four homes located in Perth, Mandurah, and Albany, we strive to make a positive impact on the lives of those affected by dementia.  Position Summary: We are currently seeking a highly motivated and enthusiastic CRM Administrator. If you are a detail-oriented individual with strong technical skills and a passion for optimizing software systems to drive organizational success, we encourage you to apply for this exciting opportunity. Join us in making a positive impact on our organization's efficiency and effectiveness through the effective management of our Procura software system. Duties of this position include, but are not limited to:   Application Maintenance: Ensuring smooth operation of the Procura software system through regular updates and maintenance.  User Access Management: Maintaining user access levels and security protocols to optimize system efficiency.  System Maintenance and Management: Overseeing program, scheduling, and staff management within the system.  Mobile Platform Management: Managing user access and accounts on the mobile platform.  Document Design and Management: Designing and organizing documents with version control.  Configuration Change Log Maintenance: Tracking and managing configuration changes for system integrity.  Data Validation and Cleansing: Conducting regular data validation processes for accuracy.  Finance, Payroll, and Accounting Processes: updating invoices/expenses accurately, efficiently managing vendor info, ensuring pricing compliance, supporting billing/month-end processes, and assisting with invoice/payment inquiries.   Selection Criteria:   Minimum two years' experience as a System Administrator.  Previous exposure to Procura and Alaya Care client services databases is highly regarded.  Knowledge of service programs, especially NDIS.  Understanding of scheduling and rostering practices in community services/aged care is preferred.  Proficiency in computing skills with Microsoft Office Suite and data analysis.  Strong conceptual and analytical skills with great attention to detail.  National Police Clearance (within six months) or NDIS Worker Screening Check.  Completion of COVID-19 vaccination protocol (3 doses).  Australian working rights.      At Alzheimer’s WA, we offer:   Competitive salary.  Opportunity to salary package up to $15,900 per annum.  5 weeks of annual leave per year,  17.5% leave loading,  Free Parking  Flexible work environment.  Employee Assistance Program (EAP), and  On-going professional development.   Application Process After application submission, candidates will be shortlisted and forwarded to respective hiring managers. Only suitable candidates will be contacted.  If you have questions about the position, or would like to see the full position description, you can email us at [email protected] .  Please note: We reserve the right to close the position without notice.  At Alzheimer’s WA, we believe that we have an important role to play in promoting diversity, equality, respect and inclusion in our society.  People from culturally diverse backgrounds are encouraged to apply.#StudyPerth","","Subiaco, Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74924709","46713010"
"74933712","Full Stack Developer","AxisTech","Full time","Developers/Programmers ","Permanent – Full Time Position – Osborne Park Flexible Work Arrangements AxisTech is an AgriFood Tech company providing dynamic and innovative services and solutions in agriculture and the food and beverage value chain, with a growing portfolio of technologies, solutions and services in data, devices and sustainability. We are developing a complex data management platform for a range of users within agriculture and food and beverage industries and we are seeking a skilled Node.Js Developer with at least 3 years’ experience in application development. Tasks included: Design, develop, and maintain both front-end and back-end components of web applications. Write clean, efficient, and maintainable code in JavaScript/TypeScript. Utilize Vue.js to build responsive and user-friendly user interfaces. Collaborate with other developers and manage code repositories using Git. Implement Continuous Integration/Deployment (CI/CD) pipelines using CircleCI. Efficiently query data using GraphQL. Simplify database interaction using TypeORM. Develop and implement security measures such as encryption and authentication to protect sensitive data. Participate in the Agile software development process and contribute to project planning and estimation. About you: Minimum of 3 years’ experience in full stack web development. Familiarity with AWS services, including EC2, S3, Lambda and RDS and the ability to use them to build scalable and highly available applications. Proficient in JavaScript/TypeScript Proficient with Node.Js Strong database skills in PostgreSQL/MySQL Experience with Git, CircleCI, GraphQL, TypeORM, GIS and time-series databases. Experience with modern frontend frameworks, particularly Vue.Js Experience with Python, Docker and FastAPI is not essentially but it would be highly regarded. Tertiary qualification in Computer Science, Information Technology or another relevant field would be highly valued. Ability to work collaboratively within a team environment. Self-motivated and able to work within a team environment Exposure to agriculture, agrifood, agricultural data and GIS data will be highly regarded The role is full-time and based in Osborne Park with the opportunity to work some of the time from home based on the needs of the business. We offer genuine opportunities for career development in a multi-functional and multi-cultural organisation. How do I apply? To find out more about this exciting opportunity, please submit your resume and cover letter outlining your experience and suitability for the role by clicking the “Apply” button.","","Osborne Park, Perth WA","Northern Suburbs & Joondalup","https://www.seek.com.au/job/74933712","46129708"
"74753633","Head of ICT Platforms Communications & Cyber Security","Serco Asia Pacific","Full time","Security ","Come join us at Perth's most digitally advanced Hospital, where you can bring your passion for helping people to make a direct and positive impact to your community. The Serco ICT Digital Team at Fiona Stanley Hospital We are a dedicated team of over 100 IT professionals delivering comprehensive managed ICT & Digital services to the Fiona Stanley Hospital. We work with clinical and non-clinical stakeholders to plan, design, build, maintain, and support the digital solutions at Western Australia's largest and most digitally enabled public healthcare facility. In short, we take care of the technology so that health workers can focus on taking care of patients. At Serco, we put people first and value a healthy work-life balance. We offer flexible work arrangements, and we do work that has purpose and meaning. We have a strong culture of reward and recognition and are committed to providing learning and career growth opportunities for our people. We seek and celebrate diversity and encourage applications from all backgrounds and cultures. About the Role Working closely with the ICT Director, the Head of Platforms Communications and Cyber Security (Head of PCCS) is responsible for the strategic leadership of Fiona Stanley Hospital’s (FSH) Information and Communications Technology (ICT) core and enabling technology functions, and end to end Cyber Security practice. The Function encompasses Enterprise Compute, Network and Telephony Communications, Cyber Security and corresponding Vendor Management for subscription-based services. This role oversees the end-to-end delivery of ICT operational services and is accountable for the strategic, operational and tactical performance of these areas. This is a position of trust and responsibility and to support this we will conduct a thorough probity assessment, which includes national police check as an essential selection component for this role. Serco requires employees in this role to be fully vaccinated against COVID-19 to ensure the safety and wellbeing of our people. Please consider this requirement when submitting your application. About You You are a self-motivator and can drive successful outcomes. You have good interpersonal skills, demonstrated by the ability to effectively interact with business managers and users, as well as executive management. Your well-developed organisational and time management skills, including the ability to show initiative and work effectively under pressure, makes you the ideal candidate for this role! To be successful in this role, you will have: Proven experience leading at a senior level (preferably 15+ years) in a complex ICT environment. Demonstrated experience leading cyber security teams. Knowledge of ISO55001 Asset Management best practices Strong proven ITIL based service delivery management and history. Understanding of the operating environment to coordinate the work of others effectively. Experience producing reports and recommendations which are evidence-based, concise, and provide a sound basis for decision making. Effective analytical, diagnostic, problem solving and escalation skills. Demonstrated understanding of ICT service operation and delivering against Key Performance Indicators in a complex and customer facing environment. Experience in budget submissions and P&L management Experiences in developing and sponsoring business case submissions For more information about the role, or to have a confidential discussion, please contact [email protected] . Please note: all prospective applicants are required to formally submit an application and participate in our recruitment process. If you are inspired to make a positive difference and would like to be considered for this opportunity, please apply now.  To learn more please visit www.serco.com/aspac","","Murdoch, Perth WA","Fremantle & Southern Suburbs","https://www.seek.com.au/job/74753633","26225131"
